Names,Status,Location,Laps,TotalLaps,Battery,ActiveTime,IdleTime,ReturnTime
Caprica,Patrolling,4,7,273,0.00,4256.61202312,2744.77100301,338.761509657
Tigh,Patrolling,0,1,258,0.00,4167.16834593,2987.41722226,279.71013999
Leoben,Patrolling,1,9,285,0.00,4738.37489796,2441.83756781,283.942389011
Tigh,Charging,3,1,259,0.00,4189.84154701,2987.41722226,326.91781497
Boomer,Patrolling,2,9,291,0.00,4708.6412797,2474.77399087,338.877840757
Boomer,Patrolling,2,0,291,0.00,4708.6412797,2474.77399087,338.877840757
Leoben,Patrolling,1,6,291,0.00,4738.37489796,2441.83756781,283.942389011
Anders,Patrolling,6,9,268,0.00,4671.68079829,2638.95960712,305.597878695
Leoben,Patrolling,0,0,291,0.00,4738.37489796,2441.83756781,283.942389011
Boomer,Patrolling,1,6,297,0.00,4708.6412797,2474.77399087,338.877840757
Leoben,Charging,3,0,291,0.00,4892.13923502,2441.83756781,341.10879302
Caprica,Patrolling,5,9,283,0.00,4591.60226607,2744.77100301,338.761509657
Boomer,Patrolling,0,0,297,0.00,4708.6412797,2474.77399087,338.877840757
Caval,Patrolling,2,3,275,0.00,4366.44622254,2956.36375976,315.459340096
Hera,Patrolling,4,9,278,0.00,4533.84665012,2855.03446794,331.522304535
Boomer,Charging,3,0,297,0.00,4881.58540559,2474.77399087,396.369215727
Caval,Patrolling,1,2,277,0.00,4366.44622254,2956.36375976,315.459340096
Anders,Patrolling,6,9,278,0.00,4840.05867147,2638.95960712,305.597878695
Anders,Patrolling,6,0,278,0.00,4840.05867147,2638.95960712,305.597878695
Sharon,Patrolling,2,3,278,0.00,4192.51960206,3223.27256203,318.670721054
Anders,Charging,3,0,278,0.00,4840.0589385,2638.95960712,361.885156631
Hera,Patrolling,4,9,288,0.00,4674.08571315,2855.03446794,331.522304535
Caprica,Patrolling,5,8,291,0.00,4591.60226607,2744.77100301,338.761509657
Hera,Patrolling,4,2,290,0.00,4674.08571315,2855.03446794,331.522304535
Caval,Patrolling,0,9,287,0.00,4661.68170357,2956.36375976,315.459340096
Sharon,Patrolling,1,9,288,0.00,4432.26335096,3223.27256203,318.670721054
Tigh,Patrolling,2,9,269,0.00,4323.98194909,3340.0289731,326.91781497
Caprica,Patrolling,6,8,299,0.00,4591.60226607,2744.77100301,338.761509657
Hera,Patrolling,5,4,294,0.00,4674.08571315,2855.03446794,331.522304535
Leoben,Patrolling,4,3,294,0.00,4892.13923502,2736.92070484,341.10879302
Caval,Patrolling,0,9,297,0.00,4797.18347263,2956.36375976,315.459340096
Caprica,Charging,3,8,307,0.00,4934.68628311,2744.77100301,394.748557806
Sharon,Patrolling,1,9,298,0.00,4546.70238805,3223.27256203,318.670721054
Hera,Patrolling,6,9,304,0.00,4945.31714034,2855.03446794,331.522304535
Tigh,Patrolling,2,9,279,0.00,4526.31090617,3340.0289731,326.91781497
Leoben,Patrolling,5,9,304,0.00,5133.83211684,2736.92070484,341.10879302
Hera,Patrolling,6,4,308,0.00,4945.31714034,2855.03446794,331.522304535
Boomer,Patrolling,4,6,303,0.00,4881.58540559,2817.97647095,396.369215727
Sharon,Patrolling,1,9,308,0.00,4692.52477121,3223.27256203,318.670721054
Leoben,Patrolling,5,2,306,0.00,5133.83211684,2736.92070484,341.10879302
Hera,Charging,3,4,312,0.00,5027.97895145,2855.03446794,378.409549713
Caval,Patrolling,0,9,307,0.00,4999.34686661,2956.36375976,315.459340096
Caval,Patrolling,0,3,310,0.00,4999.34686661,2956.36375976,315.459340096
Sharon,Patrolling,1,6,314,0.00,4692.52477121,3223.27256203,318.670721054
Tigh,Patrolling,2,8,287,0.00,4526.31090617,3340.0289731,326.91781497
Leoben,Patrolling,6,9,316,0.00,5298.84594369,2736.92070484,341.10879302
Caval,Charging,3,3,313,0.00,5063.11835051,2956.36375976,372.723187923
Boomer,Patrolling,5,9,313,0.00,5202.67737556,2817.97647095,396.369215727
Anders,Patrolling,4,9,288,0.00,4997.9371376,3081.77833509,361.885156631
Sharon,Patrolling,0,5,319,0.00,4692.52477121,3223.27256203,318.670721054
Caprica,Patrolling,2,2,309,0.00,4934.68628311,3071.7790122,394.748557806
Leoben,Patrolling,6,9,326,0.00,5379.15686059,2736.92070484,341.10879302
Tigh,Patrolling,1,5,292,0.00,4526.31090617,3340.0289731,326.91781497
Sharon,Charging,3,5,324,0.00,4906.14595819,3223.27256203,366.144698143
Leoben,Patrolling,6,9,336,0.00,5424.42319155,2736.92070484,341.10879302
Leoben,Patrolling,6,9,346,0.00,5471.79256463,2736.92070484,341.10879302
Tigh,Patrolling,0,3,295,0.00,4526.31090617,3340.0289731,326.91781497
Caprica,Patrolling,1,3,312,0.00,4934.68628311,3071.7790122,394.748557806
Boomer,Patrolling,5,9,323,0.00,5373.78504038,2817.97647095,396.369215727
Anders,Patrolling,4,9,298,0.00,5159.36231542,3081.77833509,361.885156631
Tigh,Charging,3,3,298,0.00,4889.18332529,3340.0289731,373.842173815
Caprica,Charging,3,0,312,0.00,5096.4868691,3071.7790122,440.716769934
Caprica,Patrolling,3,0,312,0.00,5096.4868691,3071.7790122,440.716769934
Leoben,Patrolling,6,9,356,0.00,5544.56527948,2736.92070484,341.10879302
Hera,Patrolling,2,3,315,0.00,5027.97895145,3114.69959307,378.409549713
Leoben,Patrolling,6,9,366,0.00,5594.71249342,2736.92070484,341.10879302
Caval,Patrolling,2,0,313,0.00,5063.11835051,3230.23482871,372.723187923
Boomer,Patrolling,5,9,333,0.00,5511.2881155,2817.97647095,396.369215727
Anders,Patrolling,4,9,308,0.00,5286.76519227,3081.77833509,361.885156631
Hera,Patrolling,1,6,321,0.00,5027.97895145,3114.69959307,378.409549713
Leoben,Patrolling,6,4,370,0.00,5594.71249342,2736.92070484,341.10879302
Boomer,Patrolling,5,4,337,0.00,5511.2881155,2817.97647095,396.369215727
Anders,Patrolling,4,2,310,0.00,5286.76519227,3081.77833509,361.885156631
Leoben,Charging,3,4,374,0.00,5686.19078946,2736.92070484,397.166007042
Boomer,Charging,3,4,341,0.00,5595.48172855,2817.97647095,429.185047865
Tigh,Patrolling,4,0,298,0.00,4889.18332529,3601.3076241,373.842173815
Caval,Patrolling,1,9,323,0.00,5286.68800044,3230.23482871,372.723187923
Hera,Patrolling,0,9,331,0.00,5402.35850048,3114.69959307,378.409549713
Sharon,Patrolling,2,9,334,0.00,5037.96781921,3516.76412988,366.144698143
Hera,Patrolling,0,9,341,0.00,5439.27840543,3114.69959307,378.409549713
Hera,Patrolling,0,9,351,0.00,5483.69434738,3114.69959307,378.409549713
Anders,Patrolling,5,7,317,0.00,5286.76519227,3081.77833509,361.885156631
Caprica,Patrolling,4,2,314,0.00,5096.4868691,3388.60108328,440.716769934
Anders,Charging,3,7,324,0.00,5543.03757715,3081.77833509,394.561973572
Hera,Patrolling,0,9,361,0.00,5529.07283926,3114.69959307,378.409549713
Caval,Patrolling,1,9,333,0.00,5449.45450735,3230.23482871,372.723187923
Tigh,Patrolling,5,9,308,0.00,5087.15025616,3601.3076241,373.842173815
Hera,Patrolling,0,9,371,0.00,5571.35234213,3114.69959307,378.409549713
Sharon,Patrolling,2,9,344,0.00,5199.64389634,3516.76412988,366.144698143
Hera,Patrolling,0,9,381,0.00,5611.73897624,3114.69959307,378.409549713
Caprica,Patrolling,5,9,324,0.00,5316.52955103,3388.60108328,440.716769934
Hera,Patrolling,0,9,391,0.00,5657.98212624,3114.69959307,378.409549713
Caval,Patrolling,1,9,343,0.00,5581.60950232,3230.23482871,372.723187923
Hera,Patrolling,0,9,401,0.00,5702.90396619,3114.69959307,378.409549713
Sharon,Patrolling,2,9,354,0.00,5335.66406536,3516.76412988,366.144698143
Tigh,Patrolling,5,9,318,0.00,5256.65095425,3601.3076241,373.842173815
Hera,Patrolling,0,9,411,0.00,5744.83851314,3114.69959307,378.409549713
Leoben,Patrolling,4,9,384,0.00,5889.74207258,2966.79248786,397.166007042
Hera,Patrolling,0,9,421,0.00,5787.35387731,3114.69959307,378.409549713
Caprica,Patrolling,5,9,334,0.00,5456.56928205,3388.60108328,440.716769934
Caval,Patrolling,1,9,353,0.00,5718.8204484,3230.23482871,372.723187923
Hera,Patrolling,0,9,431,0.00,5830.23621845,3114.69959307,378.409549713
Caval,Patrolling,1,0,353,0.00,5718.8204484,3230.23482871,372.723187923
Sharon,Patrolling,2,6,360,0.00,5335.66406536,3516.76412988,366.144698143
Hera,Patrolling,0,9,441,0.00,5872.94312143,3114.69959307,378.409549713
Tigh,Patrolling,5,9,328,0.00,5396.40194535,3601.3076241,373.842173815
Caval,Charging,3,0,353,0.00,5739.81158638,3230.23482871,406.179358006
Leoben,Patrolling,4,9,394,0.00,6026.59194255,2966.79248786,397.166007042
Hera,Patrolling,0,9,451,0.00,5918.61232138,3114.69959307,378.409549713
Caprica,Patrolling,5,9,344,0.00,5599.44199491,3388.60108328,440.716769934
Hera,Patrolling,0,9,461,0.00,5960.49148536,3114.69959307,378.409549713
Sharon,Patrolling,1,5,365,0.00,5335.66406536,3516.76412988,366.144698143
Boomer,Patrolling,2,4,345,0.00,5595.48172855,3358.04463196,429.185047865
Hera,Patrolling,0,7,468,0.00,5960.49148536,3114.69959307,378.409549713
Sharon,Charging,3,5,370,0.00,5588.01947641,3516.76412988,400.029259205
Hera,Charging,3,7,475,0.00,5992.70333838,3114.69959307,425.444767714
Anders,Patrolling,2,0,324,0.00,5543.03757715,3576.14639711,394.561973572
Tigh,Patrolling,5,9,338,0.00,5567.3178575,3601.3076241,373.842173815
Leoben,Patrolling,4,9,404,0.00,6189.55039144,2966.79248786,397.166007042
Boomer,Patrolling,1,3,348,0.00,5595.48172855,3358.04463196,429.185047865
Tigh,Patrolling,5,1,339,0.00,5567.3178575,3601.3076241,373.842173815
Caprica,Patrolling,5,9,354,0.00,5741.32937098,3388.60108328,440.716769934
Tigh,Charging,3,1,340,0.00,5590.41407251,3601.3076241,406.169886827
Leoben,Patrolling,4,4,408,0.00,6189.55039144,2966.79248786,397.166007042
Caprica,Patrolling,5,5,359,0.00,5741.32937098,3388.60108328,440.716769934
Anders,Patrolling,1,9,334,0.00,5708.18766522,3576.14639711,394.561973572
Sharon,Patrolling,4,0,370,0.00,5588.01947641,3675.16244102,400.029259205
Caprica,Charging,3,5,364,0.00,5817.83263302,3388.60108328,482.110318899
Boomer,Patrolling,0,9,358,0.00,5932.76200771,3358.04463196,429.185047865
Leoben,Patrolling,5,4,412,0.00,6189.55039144,2966.79248786,397.166007042
Hera,Patrolling,4,0,475,0.00,5992.70333838,3305.67394519,425.444767714
Leoben,Charging,3,4,416,0.00,6373.68906641,2966.79248786,438.83159399
Caval,Patrolling,2,9,363,0.00,5931.28824639,3449.33620286,406.179358006
Anders,Patrolling,1,9,344,0.00,5827.0935843,3576.14639711,394.561973572
Sharon,Patrolling,5,9,380,0.00,5767.72034836,3675.16244102,400.029259205
Boomer,Patrolling,0,9,368,0.00,6095.65886283,3358.04463196,429.185047865
Tigh,Patrolling,4,9,350,0.00,5687.81945348,3791.87687492,406.169886827
Hera,Patrolling,5,9,485,0.00,6171.01870441,3305.67394519,425.444767714
Anders,Patrolling,1,9,354,0.00,5955.5029633,3576.14639711,394.561973572
Caval,Patrolling,2,9,373,0.00,6073.43447733,3449.33620286,406.179358006
Tigh,Patrolling,4,9,360,0.00,5732.3406086,3791.87687492,406.169886827
Tigh,Patrolling,4,9,370,0.00,5771.99684763,3791.87687492,406.169886827
Sharon,Patrolling,5,9,390,0.00,5908.1780653,3675.16244102,400.029259205
Tigh,Patrolling,4,9,380,0.00,5814.43946576,3791.87687492,406.169886827
Hera,Patrolling,5,9,495,0.00,6313.14185929,3305.67394519,425.444767714
Boomer,Patrolling,0,9,378,0.00,6260.36901498,3358.04463196,429.185047865
Anders,Patrolling,1,9,364,0.00,6079.77855325,3576.14639711,394.561973572
Tigh,Patrolling,4,9,390,0.00,5858.0577836,3791.87687492,406.169886827
Boomer,Patrolling,0,2,380,0.00,6260.36901498,3358.04463196,429.185047865
Tigh,Patrolling,4,9,400,0.00,5900.77150965,3791.87687492,406.169886827
Caval,Patrolling,2,9,383,0.00,6243.31397629,3449.33620286,406.179358006
Anders,Patrolling,1,2,366,0.00,6079.77855325,3576.14639711,394.561973572
Boomer,Charging,3,2,382,0.00,6295.47843313,3358.04463196,486.694023848
Tigh,Patrolling,4,9,410,0.00,5944.86276865,3791.87687492,406.169886827
Sharon,Patrolling,5,9,400,0.00,6075.21413827,3675.16244102,400.029259205
Caval,Patrolling,2,1,384,0.00,6243.31397629,3449.33620286,406.179358006
Tigh,Patrolling,4,9,420,0.00,5985.00675273,3791.87687492,406.169886827
Anders,Patrolling,0,4,370,0.00,6079.77855325,3576.14639711,394.561973572
Hera,Patrolling,5,9,505,0.00,6486.56326222,3305.67394519,425.444767714
Tigh,Patrolling,4,9,430,0.00,6028.07052588,3791.87687492,406.169886827
Caprica,Patrolling,2,0,364,0.00,5817.83263302,3903.21886134,482.110318899
Anders,Charging,3,4,374,0.00,6235.74770331,3576.14639711,452.053697586
Tigh,Patrolling,4,9,440,0.00,6075.67221284,3791.87687492,406.169886827
Caval,Patrolling,1,6,390,0.00,6243.31397629,3449.33620286,406.179358006
Sharon,Patrolling,5,9,410,0.00,6218.96198225,3675.16244102,400.029259205
Caval,Patrolling,0,0,390,0.00,6243.31397629,3449.33620286,406.179358006
Tigh,Patrolling,4,9,450,0.00,6119.81427383,3791.87687492,406.169886827
Caprica,Patrolling,1,4,368,0.00,5817.83263302,3903.21886134,482.110318899
Hera,Patrolling,5,9,515,0.00,6624.98574328,3305.67394519,425.444767714
Caval,Charging,3,0,390,0.00,6447.77654934,3449.33620286,463.466048956
Tigh,Patrolling,4,9,460,0.00,6165.12043691,3791.87687492,406.169886827
Sharon,Patrolling,5,4,414,0.00,6218.96198225,3675.16244102,400.029259205
Leoben,Patrolling,2,4,420,0.00,6373.68906641,3509.7752068,438.83159399
Tigh,Patrolling,4,9,470,0.00,6209.5475738,3791.87687492,406.169886827
Sharon,Charging,3,4,418,0.00,6291.95304322,3675.16244102,441.415758371
Hera,Patrolling,5,3,518,0.00,6624.98574328,3305.67394519,425.444767714
Tigh,Patrolling,4,9,480,0.00,6255.83446288,3791.87687492,406.169886827
Hera,Charging,3,3,521,0.00,6698.62349224,3305.67394519,466.608862638
Tigh,Patrolling,4,4,484,0.00,6255.83446288,3791.87687492,406.169886827
Tigh,Charging,3,0,484,0.00,6289.49182796,3791.87687492,422.228467703
Tigh,Patrolling,3,0,484,0.00,6289.49182796,3791.87687492,422.228467703
Caprica,Patrolling,0,9,378,0.00,6135.93989706,3903.21886134,482.110318899
Anders,Patrolling,4,0,374,0.00,6235.74770331,3847.33945823,452.053697586
Leoben,Patrolling,1,9,430,0.00,6621.66721749,3509.7752068,438.83159399
Boomer,Patrolling,2,9,392,0.00,6447.18660712,3673.1589849,486.694023848
Caprica,Patrolling,0,9,388,0.00,6302.34206104,3903.21886134,482.110318899
Anders,Patrolling,5,9,384,0.00,6393.53819728,3847.33945823,452.053697586
Leoben,Patrolling,1,9,440,0.00,6791.43571043,3509.7752068,438.83159399
Boomer,Patrolling,2,9,402,0.00,6581.7147851,3673.1589849,486.694023848
Caval,Patrolling,4,9,400,0.00,6601.98550129,3683.37440109,463.466048956
Anders,Patrolling,5,9,394,0.00,6505.24802542,3847.33945823,452.053697586
Caprica,Patrolling,0,9,398,0.00,6459.79239893,3903.21886134,482.110318899
Caprica,Patrolling,0,1,399,0.00,6459.79239893,3903.21886134,482.110318899
Leoben,Patrolling,1,9,450,0.00,6930.00795841,3509.7752068,438.83159399
Caval,Patrolling,4,9,410,0.00,6735.45574832,3683.37440109,463.466048956
Boomer,Patrolling,2,9,412,0.00,6725.66343307,3673.1589849,486.694023848
Boomer,Patrolling,2,0,412,0.00,6725.66343307,3673.1589849,486.694023848
Leoben,Patrolling,1,1,451,0.00,6930.00795841,3509.7752068,438.83159399
Caprica,Charging,3,1,400,0.00,6487.40814972,3903.21886134,538.93817687
Anders,Patrolling,5,9,404,0.00,6670.36711144,3847.33945823,452.053697586
Leoben,Patrolling,0,4,455,0.00,6930.00795841,3509.7752068,438.83159399
Boomer,Patrolling,1,5,417,0.00,6725.66343307,3673.1589849,486.694023848
Caval,Patrolling,4,9,420,0.00,6903.48330522,3683.37440109,463.466048956
Sharon,Patrolling,2,5,423,0.00,6291.95304322,4218.62990189,441.415758371
Leoben,Charging,3,4,459,0.00,7064.51185441,3509.7752068,486.719677925
Anders,Patrolling,5,9,414,0.00,6846.00820041,3847.33945823,452.053697586
Boomer,Patrolling,0,6,423,0.00,6725.66343307,3673.1589849,486.694023848
Hera,Patrolling,2,2,523,0.00,6698.62349224,3941.96453619,466.608862638
